estacion,fecha,pm25_diario
Cerro Navia,2007-08-20,30.65277777777778
Cerro Navia,2007-08-21,17
Cerro Navia,2007-09-20,17.17361111111111
Cerro Navia,2007-09-21,20.333333333333332
Cerro Navia,2007-10-20,18.48611111111111
Cerro Navia,2007-10-21,10.833333333333334
Cerro Navia,2007-11-20,15.875
Cerro Navia,2007-11-21,13
Cerro Navia,2007-12-20,16.141666666666666
Cerro Navia,2007-12-21,10.791666666666666
Cerro Navia,2008-01-20,12.734265734265735
Cerro Navia,2008-01-21,6.541666666666667
Cerro Navia,2008-02-20,23.44055944055944
Cerro Navia,2008-02-21,8.791666666666666
Cerro Navia,2008-03-20,12.1015625
Cerro Navia,2008-03-21,6.083333333333333
Cerro Navia,2008-04-20,22.618055555555557
Cerro Navia,2008-04-21,16.583333333333332
Cerro Navia,2008-05-20,38.90277777777778
Cerro Navia,2008-05-21,29.875
Cerro Navia,2008-06-20,59.11188811188811
Cerro Navia,2008-06-21,32.375
Cerro Navia,2008-07-20,54.80555555555556
Cerro Navia,2008-07-21,69.95833333333333
Cerro Navia,2008-08-20,46.18055555555556
Cerro Navia,2008-08-21,53.291666666666664
Cerro Navia,2008-09-20,22.88111888111888
Cerro Navia,2008-09-21,30
Cerro Navia,2008-10-20,14.256944444444445
Cerro Navia,2008-10-21,5
Cerro Navia,2008-11-20,15.26056338028169
Cerro Navia,2008-11-21,14.541666666666666
Cerro Navia,2008-12-20,13.516666666666667
Cerro Navia,2008-12-21,7.541666666666667
Cerro Navia,2009-01-20,12.555555555555555
Cerro Navia,2009-01-21,7.166666666666667
Cerro Navia,2009-02-20,26.971830985915492
Cerro Navia,2009-02-21,7.708333333333333
Cerro Navia,2009-03-20,15.24031007751938
Cerro Navia,2009-03-21,8.291666666666666
Cerro Navia,2009-04-20,18.6875
Cerro Navia,2009-04-21,24.416666666666668
Cerro Navia,2009-05-20,37.986111111111114
Cerro Navia,2009-05-21,48.65217391304348
Cerro Navia,2009-06-20,54.451388888888886
Cerro Navia,2009-06-21,11.173913043478262
Cerro Navia,2009-07-20,46.5625
Cerro Navia,2009-07-21,57.083333333333336
Cerro Navia,2009-08-20,45.27777777777778
Cerro Navia,2009-08-21,50.25
Cerro Navia,2009-09-20,32.18055555555556
Cerro Navia,2009-09-21,18.958333333333332
Cerro Navia,2009-10-20,18.09027777777778
Cerro Navia,2009-10-21,17.083333333333332
Cerro Navia,2009-11-20,14.203252032520325
Cerro Navia,2009-11-21,7.916666666666667
Cerro Navia,2009-12-20,13.771186440677965
Cerro Navia,2009-12-21,10.416666666666666
Cerro Navia,2010-01-20,13.652777777777779
Cerro Navia,2010-01-21,9.73913043478261
Cerro Navia,2010-02-20,26.506944444444443
Cerro Navia,2010-02-21,11.25
Cerro Navia,2010-03-20,15.618055555555555
Cerro Navia,2010-03-21,10.625
Cerro Navia,2010-04-20,21.45138888888889
Cerro Navia,2010-04-21,18.708333333333332
Cerro Navia,2010-05-20,42.16083916083916
Cerro Navia,2010-05-21,43.375
Cerro Navia,2010-06-20,51.75694444444444
Cerro Navia,2010-06-21,31.458333333333332
Cerro Navia,2010-07-20,63.083333333333336
Cerro Navia,2010-07-21,39.666666666666664
Cerro Navia,2010-08-20,41.076388888888886
Cerro Navia,2010-08-21,57.166666666666664
Cerro Navia,2010-09-20,32.36805555555556
Cerro Navia,2010-09-21,11.73913043478261
Cerro Navia,2010-10-20,18.229166666666668
Cerro Navia,2010-10-21,15.375
Cerro Navia,2010-11-20,14.347222222222221
Cerro Navia,2010-11-21,3.7916666666666665
Cerro Navia,2010-12-20,13.522058823529411
Cerro Navia,2010-12-21,12.208333333333334
Cerro Navia,2011-01-20,13.659722222222221
Cerro Navia,2011-01-21,9.541666666666666
Cerro Navia,2011-02-20,22.92361111111111
Cerro Navia,2011-02-21,6.416666666666667
Cerro Navia,2011-03-20,15.3125
Cerro Navia,2011-03-21,10.166666666666666
Cerro Navia,2011-04-20,21.47826086956522
Cerro Navia,2011-04-21,11.541666666666666
Cerro Navia,2011-05-20,52.548611111111114
Cerro Navia,2011-05-21,58.291666666666664
Cerro Navia,2011-06-20,54.24305555555556
Cerro Navia,2011-06-21,54.958333333333336
Cerro Navia,2011-07-20,60.77777777777778
Cerro Navia,2011-07-21,71.58333333333333
